name,price,discount,rating,rating_review_count,description,image_url
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)","₹41,999",44% off,4.6,"55,343 Ratings & 3,156 Reviews","8 GB RAM | 128 GB ROM
15.75 cm (6.2 inch) Full HD+ Display
50MP + 12MP | 12MP Front Camera
4000 mAh Battery
8 Gen 3 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/1/-original-imahfz2tenzpsd3p.jpeg?q=70
LAVA A1 Josh,₹999,28% off,4.2,"22,856 Ratings & 2,135 Reviews","4 MB RAM | 2 MB ROM | Expandable Upto 32 GB
5.08 cm (2 inch) HVGA Display
0MP | 0MP Front Camera
1000 mAh Battery
Mtk Processor
1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/g/p/a1-josh-lf1011-lava-original-imahhsx3ugthbzzx.jpeg?q=70
"realme P3x 5G (Stellar Pink, 128 GB)","₹12,999",23% off,4.4,"74,275 Ratings & 2,851 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/v/y/-original-imah9gtmsuutundb.jpeg?q=70
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","₹37,999",11% off,4.4,"2,670 Ratings & 196 Reviews","16 GB RAM | 512 GB ROM
17.02 cm (6.7 inch) Display
50MP + 50MP + 10MP | 50MP Front Camera
6000 mAh Battery
Dimensity 8350 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/t/-original-imahgqnzzc6cgggb.jpeg?q=70
LAVA A2 Smart,"₹1,198",22% off,4,630 Ratings & 38 Reviews,"4 MB RAM | 24 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) HVGA Display
1.3MP + 0MP | 0MP Front Camera
1200 mAh Battery
Mtk Processor
1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/f/o/a2-smart-lf6004-lava-original-imahhsxyqjyhmqvc.jpeg?q=70
"vivo T4 5G (Phantom Grey, 256 GB)","₹24,999",10% off,4.5,"97,700 Ratings & 4,346 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/t/x/-original-imahbgpzbumfzkbh.jpeg?q=70
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","₹12,999",18% off,4.1,"1,875 Ratings & 127 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.53 cm (6.9 inch) Display
50MP Rear Camera
7000 mAh Battery
Snapdragon 6s Gen 3 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/2/h/-original-imahf728kg9xghqz.jpeg?q=70
"Nokia 106 Single Sim Keypad Phone with Built-in UPI App, MP3 Player","₹1,149",32% off,3.8,"7,808 Ratings & 418 Reviews","32 MB RAM | 32 MB ROM
17.02 cm (6.7 inch) Display
1000 mAh Battery
SC6531E Processor
1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/y/y/106-ta-1578-ss-nokia-original-imah3kfbhferbgah.jpeg?q=70
"realme P3x 5G (Midnight Blue, 128 GB)","₹13,999",22% off,4.4,"24,515 Ratings & 1,007 Reviews","8 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/1/-original-imah9gtmya9qhqse.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹22,999",11% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/g/-original-imahgympttnkvw7t.jpeg?q=70
LAVA A3 Torch,"₹1,264",23% off,4.2,702 Ratings & 44 Reviews,"4 MB RAM | 32 MB ROM | Expandable Upto 32 GB
4.57 cm (1.8 inch) HVGA Display
0.3MP + 0MP | 0MP Front Camera
1750 mAh Battery
Mtk Processor
1 Year Handset Domestic warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/s/f/a3-torch-lf3003-lava-original-imahh9rm8fajfz7y.jpeg?q=70
"Samsung Galaxy M07 (Black, 64 GB)","₹7,798",22% off,4.3,81 Ratings & 2 Reviews,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.02 cm (6.7 inch) HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G99 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/u/z/galaxy-m07-galaxy-m07-samsung-original-imahh3hfkghyyhxd.jpeg?q=70
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,343",18% off,4.3,852 Ratings & 43 Reviews,"4 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/z/x/-original-imahgkgx3y8b4e6j.jpeg?q=70
"POCO C75 5G (Silver Stardust, 128 GB)","₹9,499",17% off,4.2,"1,55,188 Ratings & 6,761 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5160 mAh Battery
4s Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/b/-original-imahbr2czzcrgfx7.jpeg?q=70
LAVA A1 Josh BOL,"₹1,028",26% off,4.1,"23,626 Ratings & 1,043 Reviews","4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
5.08 cm (2 inch) Quarter QVGA Display
0MP | 0MP Front Camera
1000 mAh Battery
Mtk Processor
1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/g/r/a1-josh-bol-lf1011-lava-original-imahhzg7g2hnwcba.jpeg?q=70
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹11,499",25% off,4.2,"21,471 Ratings & 1,366 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB
17.02 cm (6.7 inch) HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/r/-original-imahfvrmzd46wgw5.jpeg?q=70
"OnePlus Nord CE5 5G (Marble Mist, 256 GB)","₹27,694",10% off,4.5,"8,341 Ratings & 457 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
7100 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/z/f/-original-imahgkgxm2gcukcj.jpeg?q=70
"Ai+ Pulse (Purple, 64 GB)","₹6,999",12% off,4.3,"45,040 Ratings & 2,679 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/4/y/-original-imahgzhpcehgd6xv.jpeg?q=70
Jio JioBharat V4 4G,₹728,57% off,3.8,"3,990 Ratings & 232 Reviews","20 MB RAM | 20 MB ROM | Expandable Upto 128 GB
4.5 cm (1.77 inch) VGA Display
0.3MP + 0.3MP
1000 mAh Battery
mediatek Processor
1 Year Manufacturing warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/j/l/bharat-v4-jbv191m2-jio-original-imahcy3tvpfphxcz.jpeg?q=70
"IQOO Z10X 5G (Titanium, 128 GB)","₹15,999",8% off,4.4,"9,487 Ratings & 473 Reviews","6 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Display
50MP Rear Camera
6500 mAh Battery
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/b/u/-original-imahgzpkwbjdkhm3.jpeg?q=70
"realme P4 Power 5G (TransSilver, 256 GB)","₹30,999",18% off,4.5,391 Ratings & 44 Reviews,"12 GB RAM | 256 GB ROM
17.27 cm (6.8 inch) Full HD+ AMOLED Display
50MP + 8MP | Yes
10001 mAh Battery
Dimensity 7400 Ultra Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/a/c/-original-imahjzf6gw6zwskp.jpeg?q=70
"IQOO Z10X 5G (Titanium, 256 GB)","₹18,599",9% off,4.4,"5,381 Ratings & 247 Reviews","8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Display
50MP Rear Camera
6500 mAh Battery
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/b/u/-original-imahgzpkwbjdkhm3.jpeg?q=70
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹11,409",18% off,4.3,852 Ratings & 43 Reviews,"4 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/l/w/-original-imahgkgxmmzhxgzd.jpeg?q=70
"vivo T4 5G (Phantom Grey, 128 GB)","₹22,999",11% off,4.5,"97,700 Ratings & 4,346 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/t/x/-original-imahbgpzbumfzkbh.jpeg?q=70
Jmax Super 1,₹580,58% off,3.8,"2,423 Ratings & 165 Reviews","32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1100 mAh Battery
1 Year Domestic Warranty 7698174900",https://rukminim2.flixcart.com/image/312/312/ku2zjww0/mobile/k/a/c/super-1-super-1-jmax-original-imag7adzrppyusmh.jpeg?q=70
"POCO M7 5G (Mint Green, 128 GB)","₹11,799",15% off,4.3,"16,982 Ratings & 802 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/w/0/-original-imah9wydggh9mtxt.jpeg?q=70
"Samsung Galaxy M07 (Black, 64 GB)","₹7,798",22% off,4.3,81 Ratings & 2 Reviews,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.02 cm (6.7 inch) HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Helio G99 Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/u/z/galaxy-m07-galaxy-m07-samsung-original-imahh3hfkghyyhxd.jpeg?q=70
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",21% off,4.6,"1,758 Ratings & 157 Reviews","8 GB RAM | 128 GB ROM
17.27 cm (6.8 inch) Full HD+ AMOLED Display
50MP + 8MP | Yes
10001 mAh Battery
Dimensity 7400 Ultra Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/a/c/-original-imahjzf6gw6zwskp.jpeg?q=70
"Samsung Galaxy A06 5G (Light Gray, 64 GB)","₹10,412",16% off,4.1,"2,945 Ratings & 178 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.02 cm (6.7 inch) HD+ Display
50MP + 50MP | 8MP + 2MP Dual Front Camera
5000 mAh Battery
mediatek Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/z/p/galaxy-a06-5g-sm-a066bzadins-samsung-original-imahgnhutfkxkrwp.jpeg?q=70
Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,259",21% off,3.7,"1,06,909 Ratings & 6,819 Reviews","32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) Display
0MP | 0MP Front Camera
1000 mAh Battery
SC6531E Processor
1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/e/g/105-single-sim-keypad-mobile-phone-with-wireless-fm-radio-ta-original-imah3kw8zwfwn56h.jpeg?q=70
"POCO M6 Plus 5G (Graphite Black, 128 GB)","₹12,580",30% off,4.2,"19,102 Ratings & 1,102 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.25 cm (6.79 inch) Full HD+ Display
108MP + 2MP | 13MP Front Camera
5030 mAh Battery
Snapdragon 4 Gen2 AE Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/w/k/-original-imah3afnzmgfjnrf.jpeg?q=70
LAVA A1 Josh BOL,₹966,30% off,4.1,"23,626 Ratings & 1,043 Reviews","4 MB RAM | 4 MB ROM | Expandable Upto 32 GB
4.5 cm (1.77 inch) Quarter QVGA Display
1000 mAh Battery
1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/2/v/-original-imahgzgn5ecqazze.jpeg?q=70
"POCO C71 (Cool Blue, 128 GB)","₹8,799",12% off,4.1,"34,168 Ratings & 1,589 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.48 cm (6.88 inch) HD+ Display
32MP Rear Camera | 8MP Front Camera
5200 mAh Battery
Unisoc T7250 Max clock speed: 2 x A75@1.8GHz 6 x A55@1.6GHz Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/5/z/-original-imahawgarmg5f8ff.jpeg?q=70
"vivo T4 5G (Phantom Grey, 256 GB)","₹26,999",10% off,4.5,"24,076 Ratings & 1,273 Reviews","12 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/t/x/-original-imahbgpzbumfzkbh.jpeg?q=70
"vivo T4 5G (Emerald Blaze, 256 GB)","₹24,999",10% off,4.5,"97,700 Ratings & 4,346 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/f/0/-original-imahbgqyz5sqhwq9.jpeg?q=70
"vivo T4 5G (Emerald Blaze, 256 GB)","₹26,999",10% off,4.5,"24,076 Ratings & 1,273 Reviews","12 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP (OIS) + 2MP | 32MP Front Camera
7300 mAh Battery
Snapdragon 7s Gen 3 5G Processor
1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/f/0/-original-imahbgqyz5sqhwq9.jpeg?q=70
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹22,405",10% off,4.4,"3,935 Ratings & 225 Reviews","8 GB RAM | 256 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/k/r/z10r-5g-i2410-iqoo-original-imahehzhhxvc9xgw.jpeg?q=70
"OnePlus 15R 5G (Charcoal Black, 512 GB)","₹52,730",12% off,4.6,437 Ratings & 23 Reviews,"12 GB RAM | 512 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
7400 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/q/t/-original-imahjyvxmppzhhy4.jpeg?q=70
"Ai+ Pulse (Pink, 64 GB)","₹6,999",12% off,4.3,"45,040 Ratings & 2,679 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/y/5/-original-imahgzhpxcp8527s.jpeg?q=70
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)","₹25,352",12% off,4.5,"8,341 Ratings & 457 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
7100 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/y/0/-original-imahgkgxk7yztxkg.jpeg?q=70
"realme P3x 5G (Lunar Silver, 128 GB)","₹12,999",23% off,4.4,"74,275 Ratings & 2,851 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/c/4/-original-imah9gtmjhh9eb8k.jpeg?q=70
"realme P3x 5G (Lunar Silver, 128 GB)","₹13,999",,4.4,"24,515 Ratings & 1,007 Reviews","8 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/c/4/-original-imah9gtmjhh9eb8k.jpeg?q=70
LAVA A1 Josh,₹999,28% off,4.2,"22,856 Ratings & 2,135 Reviews","4 MB RAM | 2 MB ROM | Expandable Upto 32 GB
5.08 cm (2 inch) HVGA Display
0MP | 0MP Front Camera
1000 mAh Battery
Mtk Processor
1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/g/p/a1-josh-lf1011-lava-original-imahhsx3ugthbzzx.jpeg?q=70
"OnePlus 15R 5G (Mint Breeze, 512 GB)","₹52,608",12% off,4.6,437 Ratings & 23 Reviews,"12 GB RAM | 512 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
7400 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/r/v/-original-imahjyvx2gzzze2g.jpeg?q=70
"OnePlus 15R 5G (Charcoal Black, 256 GB)","₹47,295",14% off,4.6,437 Ratings & 23 Reviews,"12 GB RAM | 256 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
7400 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/q/t/-original-imahjyvxmppzhhy4.jpeg?q=70
Kechaoda A26,₹889,40% off,4,"30,349 Ratings & 1,648 Reviews","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) QVGA Display
0MP | 0MP Front Camera
800 mAh Battery
NA Processor
3 Months Company Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/k/g/a26-a26-amozkart-original-imahggfjbkvfgzbz.jpeg?q=70
"OnePlus 15R 5G (Mint Breeze, 256 GB)","₹46,798",14% off,4.6,437 Ratings & 23 Reviews,"12 GB RAM | 256 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
7400 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/r/v/-original-imahjyvx2gzzze2g.jpeg?q=70
Jmax Super 2,₹570,52% off,3.9,"2,064 Ratings & 162 Reviews","32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1100 mAh Battery
3 months Domestic Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/m/a/super-2-super-2-jmax-original-imah6wkauu5ykzgd.jpeg?q=70
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹19,999",41% off,4.4,"74,026 Ratings & 4,410 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 8MP + 5MP | 13MP Front Camera
5000 mAh Battery
Samsung Exynos 1380 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/v/y/-original-imahgy25rwrgpyuv.jpeg?q=70
"realme P3x 5G (Stellar Pink, 128 GB)","₹12,999",23% off,4.4,"74,275 Ratings & 2,851 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD Display
50MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6400 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/v/y/-original-imah9gtmsuutundb.jpeg?q=70
"OnePlus 15R 5G (Electric Violet, 256 GB)","₹46,999",14% off,4.6,437 Ratings & 23 Reviews,"12 GB RAM | 256 GB ROM
17.35 cm (6.83 inch) Display
50MP Rear Camera
7400 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/p/-original-imahjyvxq8yftp24.jpeg?q=70
Kechaoda A26,₹899,40% off,4,"30,349 Ratings & 1,648 Reviews","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.68 cm (0.66 inch) QVGA Display
0MP | 0MP Front Camera
800 mAh Battery
NA Processor
3 Months Company Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/w/a26-a26-amozkart-original-imahggfjgcecgacs.jpeg?q=70
"POCO M7 5G (Ocean Blue, 128 GB)","₹10,799",16% off,4.1,"75,808 Ratings & 3,507 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/s/t/-original-imah9wydbymh7gv2.jpeg?q=70
"REDMI A4 (Starry Black, 64 GB)","₹10,157",7% off,4.3,"15,112 Ratings & 628 Reviews","4 GB RAM | 64 GB ROM
17.48 cm (6.88 inch) Display
50MP Rear Camera
5160 mAh Battery
1 Year",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/h/f/a4-5g-a4-5g-redmi-original-imah6yhdg9kpnzgd.jpeg?q=70
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹25,388",12% off,4.5,"8,341 Ratings & 457 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
7100 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/h/f/-original-imahgkgxmerzquzr.jpeg?q=70
"REDMI A4 (Sparkle Purple, 128 GB)","₹10,400",13% off,4.3,"15,112 Ratings & 628 Reviews","4 GB RAM | 128 GB ROM
17.48 cm (6.88 inch) Display
50MP Rear Camera
5160 mAh Battery
1 Year",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/c/z/a4-5g-a4-5g-redmi-original-imah6yhdqpgfw36t.jpeg?q=70
"realme Narzo 90x 5G (Nitro Blue, 128 GB)","₹15,285",15% off,4.3,294 Ratings & 11 Reviews,"8 GB RAM | 128 GB ROM
17.27 cm (6.8 inch) Display
50MP Rear Camera
7000 mAh Battery
12 Months Brand Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/y/9/narzo-90x-5g-rmx5264-realme-original-imahj5zjbz46czwy.jpeg?q=70
"IQOO Z10R 5G (Aquamarine, 128 GB)","₹20,588",12% off,4.4,"3,935 Ratings & 225 Reviews","8 GB RAM | 128 GB ROM
17.2 cm (6.77 inch) Display
50MP Rear Camera
5700 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/s/b/-original-imahgkgxzdx6kzvv.jpeg?q=70
"Ai+ Pulse (Pink, 128 GB)","₹7,499",25% off,4.1,"7,256 Ratings & 418 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/s/d/-original-imahdsbnypd2pmcb.jpeg?q=70
"Ai+ Pulse (Black, 64 GB)","₹6,999",12% off,4.3,"45,040 Ratings & 2,679 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/b/p/-original-imahgzhpc8abrthu.jpeg?q=70
